ShipmentID,ShipmentDate,PlannedDeliveryDate,ActualDeliveryDate,ClientID,WarehouseID,ServiceID,WeightKG,VolumeCBM,Revenue_RM,Cost_RM,OnTimeDelivery,Status
SHP00635,2024-03-22,2024-03-28,2024-03-28,C001,WH001,SV05,4070.8,15.61,4924.43,3308.82,Yes,Delivered
SHP00636,2024-08-31,2024-09-01,2024-09-01,C003,WH003,SV03,4089.9,9.73,31158.64,17595.42,Yes,In Transit
SHP00637,2024-08-18,2024-08-20,2024-08-20,C004,WH002,SV04,2710.9,12.2,21610.04,16046.39,Yes,Delivered
SHP00638,2024-05-12,2024-05-15,2024-05-15,C008,WH003,SV01,74.5,0.33,14649.75,9873.43,Yes,Delivered
SHP00639,2024-05-06,2024-05-13,2024-05-16,C002,WH004,SV02,3456.8,7.84,6718.26,4960.3,No,Processing
SHP00640,2024-11-22,2024-11-24,2024-11-24,C002,WH002,SV05,309.8,1.41,9955.82,6967.99,Yes,Delivered
SHP00641,2024-05-21,2024-05-27,2024-05-27,C001,WH002,SV03,4422.4,24.47,4041.77,2923.44,Yes,Delivered
SHP00642,2024-09-23,2024-09-24,2024-09-25,C003,WH004,SV05,263.2,0.89,29464.59,17611.48,No,Delivered
SHP00643,2024-09-05,2024-09-12,2024-09-12,C002,WH005,SV01,287.6,0.59,35407.0,24837.09,Yes,Processing
SHP00644,2024-11-16,2024-11-19,2024-11-19,C004,WH004,SV03,1556.2,4.31,15971.62,9215.39,Yes,Delivered
SHP00645,2024-05-02,2024-05-06,2024-05-06,C006,WH001,SV01,1355.4,4.25,30096.71,22520.19,Yes,Delivered
SHP00646,2024-05-20,2024-05-24,2024-05-26,C001,WH005,SV02,3455.2,19.51,30044.4,21328.51,No,Delivered
SHP00647,2024-08-13,2024-08-16,2024-08-16,C004,WH002,SV01,3968.6,14.7,6576.39,3625.07,Yes,Delivered
SHP00648,2024-02-09,2024-02-13,2024-02-13,C004,WH002,SV01,1928.8,9.48,43117.07,28149.56,Yes,Delivered
SHP00649,2024-05-26,2024-06-01,2024-06-01,C006,WH003,SV06,3508.4,12.17,25757.04,16028.3,Yes,Delivered
SHP00650,2024-04-30,2024-05-07,2024-05-07,C008,WH002,SV06,4628.0,23.45,34819.84,19464.39,Yes,Delivered
SHP00651,2024-05-19,2024-05-25,2024-05-25,C005,WH005,SV04,2938.1,16.86,43206.3,29478.3,Yes,Delivered
SHP00652,2024-06-20,2024-06-26,2024-06-27,C004,WH003,SV04,643.5,2.73,24913.66,17442.24,No,Delivered
SHP00653,2024-06-12,2024-06-15,2024-06-15,C006,WH003,SV01,1630.7,7.45,34523.46,19685.24,Yes,Delivered
SHP00654,2024-10-03,2024-10-05,2024-10-05,C006,WH003,SV01,782.6,2.2,24110.83,14684.82,Yes,Delivered
SHP00655,2024-02-11,2024-02-18,2024-02-18,C001,WH001,SV03,2941.4,12.86,3783.89,2736.53,Yes,Delivered
SHP00656,2024-03-11,2024-03-13,2024-03-13,C006,WH005,SV03,4258.3,10.27,30646.69,17452.08,Yes,Delivered
SHP00657,2024-03-18,2024-03-19,2024-03-20,C003,WH001,SV05,4482.6,12.85,25338.1,14662.78,No,Delivered
SHP00658,2024-04-28,2024-04-30,2024-04-30,C004,WH001,SV01,3202.7,8.69,43419.82,26862.67,Yes,Delivered
SHP00659,2024-07-15,2024-07-17,2024-07-17,C006,WH004,SV04,3357.8,14.29,14548.43,11234.93,Yes,Delivered
SHP00660,2024-12-21,2024-12-22,2024-12-22,C001,WH005,SV06,2632.7,6.6,11643.81,6863.66,Yes,Delivered
SHP00661,2024-03-19,2024-03-26,2024-03-26,C001,WH004,SV01,1240.6,5.07,37847.0,29321.35,Yes,Delivered
SHP00662,2024-12-27,2025-01-01,2025-01-01,C007,WH001,SV04,2415.7,11.06,38234.53,26816.81,Yes,Delivered
SHP00663,2024-04-19,2024-04-24,2024-04-24,C006,WH004,SV01,2476.0,8.74,27341.22,16599.33,Yes,Processing
SHP00664,2024-02-02,2024-02-05,2024-02-05,C004,WH001,SV01,1438.7,6.19,6555.21,3674.97,Yes,Processing
SHP00665,2024-07-31,2024-08-05,2024-08-05,C001,WH005,SV01,3874.6,20.98,25408.84,19502.12,Yes,Processing
SHP00666,2024-07-27,2024-08-01,2024-08-01,C002,WH001,SV04,2439.4,10.78,16458.11,12476.28,Yes,Delivered
SHP00667,2024-06-18,2024-06-23,2024-06-23,C006,WH001,SV03,504.4,2.96,27733.51,17124.92,Yes,Delivered
SHP00668,2024-10-04,2024-10-06,2024-10-06,C003,WH002,SV04,3842.7,19.02,23641.87,15907.28,Yes,Delivered
SHP00669,2024-08-26,2024-08-31,2024-09-01,C008,WH005,SV02,3571.3,15.94,42221.65,24580.04,No,Delivered
SHP00670,2024-07-31,2024-08-02,2024-08-02,C001,WH001,SV06,1797.4,10.13,17278.18,11452.01,Yes,Delivered
SHP00671,2024-02-01,2024-02-03,2024-02-03,C001,WH005,SV05,4185.9,11.88,10581.34,6581.33,Yes,Delivered
SHP00672,2024-04-15,2024-04-21,2024-04-21,C004,WH001,SV01,1249.8,2.51,4010.39,3045.81,Yes,Delivered
SHP00673,2024-08-03,2024-08-04,2024-08-05,C003,WH004,SV04,3253.3,9.52,25171.87,19615.52,No,In Transit
SHP00674,2024-07-18,2024-07-21,2024-07-21,C004,WH004,SV01,4286.5,12.28,19044.46,13129.62,Yes,Delivered
SHP00675,2024-10-26,2024-10-27,2024-10-27,C001,WH003,SV06,3490.1,19.96,6823.05,4553.95,Yes,Delivered
SHP00676,2024-12-22,2024-12-28,2024-12-28,C001,WH001,SV04,422.0,1.88,44151.02,31268.81,Yes,Delivered
SHP00677,2024-01-11,2024-01-18,2024-01-18,C003,WH001,SV01,2498.3,6.43,25754.73,18090.17,Yes,Delivered
SHP00678,2024-10-21,2024-10-25,2024-10-25,C003,WH005,SV04,1101.8,4.3,14984.77,8395.8,Yes,Delivered
SHP00679,2024-07-13,2024-07-15,2024-07-15,C002,WH002,SV03,3369.0,6.74,10672.09,5959.82,Yes,Delivered
SHP00680,2024-09-01,2024-09-06,2024-09-06,C008,WH004,SV03,2367.3,5.47,35268.8,20547.02,Yes,Delivered
SHP00681,2024-01-04,2024-01-11,2024-01-11,C001,WH003,SV02,1956.0,11.5,9477.55,7078.78,Yes,Delivered
SHP00682,2024-06-29,2024-07-04,2024-07-04,C002,WH001,SV02,2463.8,6.28,42990.92,25773.01,Yes,Delivered
SHP00683,2024-06-01,2024-06-05,2024-06-06,C004,WH004,SV03,1735.2,9.07,31501.56,18298.24,No,Delivered
SHP00684,2024-07-18,2024-07-24,2024-07-24,C008,WH001,SV05,4079.3,15.1,5474.38,3706.03,Yes,Delivered
SHP00685,2024-08-02,2024-08-08,2024-08-08,C001,WH001,SV01,3819.9,14.85,43367.18,29754.66,Yes,Delivered
SHP00686,2024-10-02,2024-10-05,2024-10-07,C006,WH003,SV01,2593.9,8.33,10621.23,6519.32,No,Delivered
SHP00687,2024-10-06,2024-10-08,2024-10-08,C006,WH001,SV06,1601.1,8.07,32958.63,23654.21,Yes,Delivered
SHP00688,2024-11-04,2024-11-11,2024-11-11,C002,WH002,SV01,4724.7,14.0,15517.02,10040.5,Yes,Delivered
SHP00689,2024-04-22,2024-04-26,2024-04-26,C005,WH005,SV02,3557.1,12.71,7147.26,4834.87,Yes,Delivered
SHP00690,2024-09-06,2024-09-10,2024-09-12,C006,WH005,SV05,3293.7,16.78,8983.34,5479.43,No,Delivered
SHP00691,2024-04-22,2024-04-26,2024-04-26,C008,WH004,SV02,4246.6,20.49,40506.46,28332.12,Yes,Delivered
SHP00692,2024-05-19,2024-05-21,2024-05-21,C002,WH002,SV04,573.0,1.96,13833.24,8127.91,Yes,Delivered
SHP00693,2024-08-11,2024-08-13,2024-08-13,C001,WH001,SV05,693.8,3.72,42546.26,27863.36,Yes,Delivered
SHP00694,2024-09-05,2024-09-07,2024-09-07,C001,WH003,SV01,4587.7,14.99,40779.06,31289.38,Yes,In Transit
SHP00695,2024-01-15,2024-01-17,2024-01-17,C001,WH002,SV05,1958.6,4.53,5178.88,3654.22,Yes,Delivered
SHP00696,2024-07-18,2024-07-19,2024-07-19,C006,WH002,SV02,2289.5,10.12,13064.16,10010.36,Yes,Delivered
SHP00697,2024-06-21,2024-06-25,2024-06-25,C008,WH004,SV01,3121.4,8.91,28074.19,16365.74,Yes,In Transit
SHP00698,2024-12-08,2024-12-15,2024-12-15,C007,WH004,SV03,1055.0,2.81,12932.63,7719.04,Yes,In Transit
SHP00699,2024-12-13,2024-12-14,2024-12-14,C008,WH001,SV01,2031.0,9.21,24362.09,16926.8,Yes,Delivered
SHP00700,2024-07-26,2024-07-29,2024-07-29,C008,WH002,SV01,389.8,1.21,24185.69,14800.72,Yes,Delivered
SHP00701,2024-03-25,2024-03-29,2024-03-29,C006,WH005,SV01,2144.3,5.51,42873.0,29823.21,Yes,Delivered
SHP00702,2024-08-27,2024-08-29,2024-08-29,C006,WH005,SV04,3447.0,12.92,14310.08,9995.32,Yes,Delivered
SHP00703,2024-03-06,2024-03-12,2024-03-12,C005,WH004,SV05,4759.9,17.93,16370.13,11693.55,Yes,Delivered
SHP00704,2024-11-14,2024-11-20,2024-11-20,C002,WH004,SV04,2907.3,13.9,26231.09,17827.64,Yes,Delivered
SHP00705,2024-09-30,2024-10-02,2024-10-04,C002,WH003,SV02,555.2,1.67,5749.24,4018.65,No,Delivered
SHP00706,2024-01-14,2024-01-21,2024-01-21,C001,WH004,SV02,2331.7,5.78,4214.07,2813.43,Yes,In Transit
SHP00707,2024-07-20,2024-07-22,2024-07-22,C006,WH001,SV01,580.5,3.25,29608.73,17401.94,Yes,Delivered
SHP00708,2024-10-30,2024-10-31,2024-10-31,C006,WH005,SV04,595.5,2.74,41376.87,30575.88,Yes,Delivered
SHP00709,2024-10-15,2024-10-17,2024-10-17,C001,WH001,SV02,132.1,0.36,3782.16,2355.39,Yes,Delivered
SHP00710,2024-12-05,2024-12-09,2024-12-09,C003,WH003,SV03,2331.2,12.74,26271.16,19209.22,Yes,Delivered
SHP00711,2024-01-14,2024-01-21,2024-01-21,C002,WH003,SV04,1370.4,7.43,27619.25,17597.79,Yes,Delivered
SHP00712,2024-02-12,2024-02-17,2024-02-17,C008,WH004,SV02,2407.4,12.24,7263.4,5605.34,Yes,Processing
SHP00713,2024-11-25,2024-11-29,2024-11-29,C006,WH001,SV01,2677.9,9.06,35045.09,21269.72,Yes,In Transit
SHP00714,2024-08-07,2024-08-13,2024-08-13,C002,WH002,SV01,1792.2,6.62,30365.14,18587.38,Yes,Delivered
SHP00715,2024-03-10,2024-03-13,2024-03-13,C004,WH004,SV03,635.7,2.84,8274.0,5562.1,Yes,Delivered
SHP00716,2024-08-24,2024-08-31,2024-08-31,C003,WH002,SV01,2774.0,15.27,26866.32,19002.96,Yes,Delivered
SHP00717,2024-04-03,2024-04-07,2024-04-07,C005,WH004,SV03,1804.4,10.25,21731.25,13985.36,Yes,Delivered
SHP00718,2024-01-26,2024-01-28,2024-01-28,C004,WH002,SV05,1099.7,3.04,38543.67,24118.79,Yes,Delivered
SHP00719,2024-05-13,2024-05-17,2024-05-17,C008,WH001,SV01,2014.8,7.05,24018.16,13701.5,Yes,Delivered
SHP00720,2024-07-13,2024-07-17,2024-07-17,C001,WH005,SV01,2182.7,12.51,35881.03,27238.24,Yes,Delivered
SHP00721,2024-06-16,2024-06-23,2024-06-23,C008,WH002,SV06,1702.0,10.18,8979.42,6545.6,Yes,Delivered
SHP00722,2024-04-18,2024-04-19,2024-04-19,C001,WH005,SV03,2234.6,6.22,25698.47,14999.06,Yes,Delivered
SHP00723,2024-08-20,2024-08-25,2024-08-25,C003,WH005,SV02,1880.4,6.48,10063.91,7382.51,Yes,Delivered
SHP00724,2024-06-16,2024-06-22,2024-06-22,C006,WH001,SV06,293.2,0.81,13296.78,8150.11,Yes,In Transit
SHP00725,2024-06-21,2024-06-28,2024-06-28,C004,WH002,SV04,1943.5,8.44,43009.73,24624.27,Yes,Delivered
SHP00726,2024-07-13,2024-07-17,2024-07-19,C003,WH001,SV05,4643.7,15.39,43376.79,33629.23,No,Delivered
SHP00727,2024-05-22,2024-05-28,2024-05-28,C003,WH001,SV04,1010.0,5.7,26316.39,15819.09,Yes,Delivered
SHP00728,2024-08-03,2024-08-06,2024-08-06,C005,WH004,SV05,987.8,5.59,4755.27,3656.37,Yes,Delivered
SHP00729,2024-05-09,2024-05-13,2024-05-13,C001,WH002,SV06,924.4,3.71,37131.04,27106.73,Yes,Delivered
SHP00730,2024-02-11,2024-02-16,2024-02-16,C003,WH005,SV01,1415.8,2.91,43366.81,25083.61,Yes,Delivered
SHP00731,2024-08-28,2024-09-03,2024-09-03,C001,WH003,SV04,3056.9,9.45,29070.66,19509.01,Yes,Delivered
SHP00732,2024-01-10,2024-01-15,2024-01-15,C004,WH004,SV02,2617.2,12.01,30428.47,22862.97,Yes,Delivered
SHP00733,2024-10-03,2024-10-08,2024-10-08,C004,WH003,SV03,590.5,2.7,10030.03,6874.89,Yes,Delivered
SHP00734,2024-01-27,2024-02-01,2024-02-01,C001,WH003,SV01,296.9,1.07,5527.35,4065.72,Yes,Delivered
SHP00735,2024-06-28,2024-07-03,2024-07-03,C007,WH003,SV02,1282.3,7.67,41716.05,23860.51,Yes,Delivered
SHP00736,2024-04-24,2024-04-30,2024-04-30,C005,WH002,SV01,599.9,2.89,14478.72,9125.17,Yes,Delivered
SHP00737,2024-11-28,2024-12-04,2024-12-04,C005,WH003,SV03,620.2,1.92,13537.34,9227.0,Yes,Processing
SHP00738,2024-02-05,2024-02-12,2024-02-12,C006,WH001,SV04,4480.5,9.99,31559.91,19404.9,Yes,Delivered
SHP00739,2024-11-29,2024-11-30,2024-12-03,C001,WH003,SV04,2897.4,12.43,44968.16,27535.91,No,Delivered
SHP00740,2024-01-21,2024-01-26,2024-01-26,C004,WH001,SV03,1231.9,2.61,38382.42,21984.88,Yes,Delivered
SHP00741,2024-01-16,2024-01-17,2024-01-18,C007,WH002,SV01,2684.1,13.08,11935.67,6696.29,No,Delivered
SHP00742,2024-05-06,2024-05-10,2024-05-10,C007,WH005,SV04,1413.5,5.49,38308.74,23871.68,Yes,Delivered
SHP00743,2024-04-12,2024-04-16,2024-04-16,C004,WH005,SV06,4418.9,19.58,14815.07,10710.27,Yes,In Transit
SHP00744,2024-01-11,2024-01-18,2024-01-18,C002,WH002,SV03,3512.6,13.41,9779.48,5785.1,Yes,Delivered
SHP00745,2024-11-14,2024-11-15,2024-11-17,C001,WH004,SV01,2052.6,5.53,25431.75,18702.5,No,Delivered
SHP00746,2024-03-19,2024-03-21,2024-03-21,C008,WH002,SV02,1994.8,9.97,5937.28,4191.11,Yes,Delivered
SHP00747,2024-05-02,2024-05-07,2024-05-07,C002,WH003,SV01,1138.4,5.23,6768.03,4950.22,Yes,Delivered
SHP00748,2024-03-05,2024-03-10,2024-03-10,C008,WH001,SV01,4129.1,17.27,32334.03,21886.4,Yes,Delivered
SHP00749,2024-08-30,2024-09-03,2024-09-03,C004,WH005,SV03,3473.8,8.39,37880.92,28519.21,Yes,Delivered
SHP00750,2024-12-08,2024-12-14,2024-12-14,C002,WH001,SV06,2501.1,8.7,33453.1,21497.29,Yes,Delivered
SHP00751,2024-02-28,2024-02-29,2024-02-29,C001,WH004,SV04,896.6,3.99,44950.49,30846.43,Yes,Processing
SHP00752,2024-10-15,2024-10-20,2024-10-20,C002,WH001,SV05,1057.7,5.13,39887.73,24314.92,Yes,Delivered
SHP00753,2024-04-21,2024-04-25,2024-04-25,C008,WH001,SV04,3202.7,15.45,11855.71,8393.03,Yes,Delivered
SHP00754,2024-08-26,2024-08-31,2024-08-31,C002,WH002,SV01,3544.0,9.6,24202.45,17281.55,Yes,Delivered
SHP00755,2024-12-24,2024-12-31,2024-12-31,C005,WH002,SV06,1475.5,7.97,36686.38,25725.94,Yes,Delivered
SHP00756,2024-05-11,2024-05-17,2024-05-17,C005,WH001,SV03,65.4,0.15,40125.13,23385.49,Yes,Delivered
SHP00757,2024-07-07,2024-07-08,2024-07-08,C001,WH002,SV05,966.1,5.16,42707.16,29063.89,Yes,Delivered
SHP00758,2024-03-26,2024-03-28,2024-03-31,C006,WH004,SV03,4543.5,11.26,29677.13,18147.42,No,Delivered
SHP00759,2024-11-06,2024-11-09,2024-11-09,C005,WH003,SV04,3129.5,11.81,44144.89,33604.93,Yes,Delivered
SHP00760,2024-11-06,2024-11-10,2024-11-10,C005,WH003,SV01,3708.5,17.96,32725.67,22810.27,Yes,Delivered
SHP00761,2024-02-28,2024-03-03,2024-03-03,C001,WH005,SV04,4270.2,13.91,14466.55,9188.21,Yes,Delivered
SHP00762,2024-03-24,2024-03-27,2024-03-27,C005,WH001,SV06,3455.3,18.77,30815.64,22459.41,Yes,In Transit
SHP00763,2024-06-08,2024-06-15,2024-06-15,C008,WH004,SV03,892.7,2.78,16508.81,11655.05,Yes,Delivered
SHP00764,2024-02-25,2024-03-03,2024-03-03,C003,WH002,SV01,3423.1,18.52,11846.2,7654.97,Yes,Delivered
SHP00765,2024-10-23,2024-10-26,2024-10-26,C008,WH004,SV06,874.9,4.04,43277.69,28359.48,Yes,Delivered
SHP00766,2024-01-14,2024-01-18,2024-01-18,C001,WH003,SV04,1694.2,8.39,16795.2,10933.02,Yes,Delivered
SHP00767,2024-06-08,2024-06-10,2024-06-10,C007,WH001,SV02,2303.3,7.67,41388.77,26133.71,Yes,Delivered
SHP00768,2024-10-21,2024-10-25,2024-10-25,C001,WH005,SV02,4813.1,22.56,8616.48,5667.86,Yes,In Transit
SHP00769,2024-12-12,2024-12-15,2024-12-15,C008,WH001,SV05,3346.9,18.74,41734.83,25707.34,Yes,Delivered
SHP00770,2024-07-11,2024-07-16,2024-07-16,C006,WH004,SV04,2168.2,12.12,28569.04,21972.5,Yes,Delivered
SHP00771,2024-07-22,2024-07-23,2024-07-23,C002,WH005,SV02,153.1,0.41,3179.73,2129.58,Yes,Delivered
SHP00772,2024-04-11,2024-04-17,2024-04-17,C002,WH002,SV06,4873.1,28.97,3402.3,2433.49,Yes,Delivered
SHP00773,2024-02-08,2024-02-13,2024-02-13,C005,WH001,SV03,4412.2,21.57,10288.51,7844.75,Yes,Delivered
SHP00774,2024-10-30,2024-11-01,2024-11-01,C005,WH002,SV04,895.1,3.1,26343.21,15874.83,Yes,Delivered
SHP00775,2024-12-19,2024-12-23,2024-12-23,C001,WH004,SV02,3813.3,7.84,32252.58,22454.12,Yes,Delivered
SHP00776,2024-11-17,2024-11-24,2024-11-24,C008,WH001,SV05,98.2,0.46,23537.02,13416.02,Yes,Delivered
SHP00777,2024-05-04,2024-05-10,2024-05-10,C005,WH005,SV06,1793.1,6.57,19497.23,12094.17,Yes,In Transit
SHP00778,2024-02-22,2024-02-26,2024-02-26,C006,WH005,SV05,2395.5,11.19,6408.25,4660.29,Yes,Delivered
SHP00779,2024-12-22,2024-12-23,2024-12-23,C002,WH003,SV03,55.0,0.12,39822.25,29643.94,Yes,Delivered
SHP00780,2024-06-03,2024-06-09,2024-06-09,C002,WH003,SV02,4372.4,12.12,30353.19,21125.08,Yes,Delivered
SHP00781,2024-12-16,2024-12-21,2024-12-23,C007,WH001,SV01,2389.2,12.05,25623.27,14544.78,No,Processing
SHP00782,2024-11-03,2024-11-04,2024-11-07,C003,WH001,SV04,273.6,0.71,40488.03,24503.7,No,Delivered
SHP00783,2024-03-02,2024-03-04,2024-03-04,C004,WH004,SV06,136.1,0.42,37274.38,21303.64,Yes,Delivered
SHP00784,2024-10-16,2024-10-23,2024-10-23,C006,WH001,SV01,3416.2,9.19,21697.42,14804.65,Yes,Delivered
SHP00785,2024-01-22,2024-01-27,2024-01-27,C001,WH001,SV03,1488.8,3.24,8183.45,4660.1,Yes,Delivered
SHP00786,2024-06-26,2024-07-02,2024-07-02,C003,WH004,SV03,1180.0,5.23,43825.64,26985.45,Yes,Delivered
SHP00787,2024-09-29,2024-10-04,2024-10-04,C004,WH001,SV01,2540.6,12.08,18807.81,14365.51,Yes,Delivered
SHP00788,2024-08-07,2024-08-09,2024-08-10,C003,WH001,SV01,3787.2,13.77,28255.06,20793.46,No,Delivered
SHP00789,2024-12-04,2024-12-08,2024-12-08,C001,WH002,SV04,3887.5,17.65,19243.54,10631.28,Yes,Delivered
SHP00790,2024-07-08,2024-07-12,2024-07-12,C007,WH004,SV01,545.0,2.93,38244.12,29376.5,Yes,In Transit
SHP00791,2024-02-05,2024-02-08,2024-02-08,C003,WH005,SV03,4029.3,23.23,37098.53,26181.09,Yes,Delivered
SHP00792,2024-09-16,2024-09-20,2024-09-22,C008,WH001,SV03,1711.6,5.55,44319.41,33880.48,No,Delivered
SHP00793,2024-11-27,2024-11-28,2024-11-28,C003,WH003,SV02,2478.8,10.52,8240.08,4790.61,Yes,Delivered
SHP00794,2024-06-23,2024-06-25,2024-06-25,C003,WH005,SV01,1786.4,4.41,18560.19,12333.16,Yes,Delivered
SHP00795,2024-01-07,2024-01-11,2024-01-11,C006,WH001,SV05,2751.3,10.63,11105.62,7858.09,Yes,Delivered
SHP00796,2024-08-03,2024-08-08,2024-08-08,C004,WH005,SV02,3333.9,17.82,3393.26,2394.48,Yes,Delivered
SHP00797,2024-09-07,2024-09-13,2024-09-13,C001,WH001,SV01,1305.0,3.06,34212.07,23006.05,Yes,Delivered
SHP00798,2024-02-24,2024-02-26,2024-02-26,C002,WH003,SV02,2320.8,13.28,34853.68,20169.09,Yes,Delivered
SHP00799,2024-08-09,2024-08-13,2024-08-13,C001,WH004,SV03,4147.4,9.76,31583.28,17471.78,Yes,Delivered
SHP00800,2024-07-04,2024-07-05,2024-07-05,C004,WH001,SV01,1540.6,8.74,32786.31,19466.62,Yes,Delivered
SHP00801,2024-11-21,2024-11-24,2024-11-24,C001,WH004,SV03,1702.0,4.65,11043.49,8185.67,Yes,Processing
SHP00802,2024-08-23,2024-08-26,2024-08-26,C001,WH004,SV03,2613.3,6.13,37283.79,20568.6,Yes,Delivered
SHP00803,2024-12-28,2025-01-03,2025-01-03,C008,WH001,SV04,3336.5,10.91,29259.94,18952.98,Yes,Delivered
SHP00804,2024-03-19,2024-03-25,2024-03-25,C007,WH005,SV06,4332.4,19.52,36953.41,24865.75,Yes,In Transit
SHP00805,2024-08-10,2024-08-16,2024-08-16,C003,WH001,SV02,4226.3,8.79,12288.2,7733.75,Yes,Delivered
SHP00806,2024-03-31,2024-04-07,2024-04-07,C008,WH005,SV01,2447.6,6.55,44165.0,34390.01,Yes,Delivered
SHP00807,2024-09-24,2024-09-26,2024-09-26,C008,WH002,SV03,1386.2,2.83,43626.45,30628.82,Yes,Delivered
SHP00808,2024-11-29,2024-12-05,2024-12-08,C007,WH004,SV03,2620.6,11.93,4545.43,3462.28,No,Delivered
SHP00809,2024-05-18,2024-05-24,2024-05-24,C008,WH003,SV01,3217.0,12.36,23699.19,18480.83,Yes,Delivered
SHP00810,2024-11-11,2024-11-12,2024-11-12,C006,WH002,SV03,782.1,4.31,32570.0,24992.15,Yes,Delivered
SHP00811,2024-10-02,2024-10-03,2024-10-03,C002,WH002,SV03,2081.1,12.01,28453.13,20125.98,Yes,In Transit
SHP00812,2024-09-04,2024-09-05,2024-09-05,C001,WH002,SV06,1140.3,3.68,3299.69,1846.97,Yes,Delivered
SHP00813,2024-08-26,2024-09-01,2024-09-01,C008,WH005,SV03,4970.7,23.48,44339.07,28961.84,Yes,Delivered
SHP00814,2024-08-11,2024-08-15,2024-08-15,C004,WH002,SV04,1818.1,10.49,29814.32,17553.55,Yes,Delivered
SHP00815,2024-10-30,2024-11-05,2024-11-05,C007,WH002,SV02,203.0,1.11,7659.75,5851.61,Yes,Delivered
SHP00816,2024-05-17,2024-05-20,2024-05-20,C004,WH001,SV01,2909.0,14.51,14648.6,10629.81,Yes,Delivered
SHP00817,2024-06-14,2024-06-15,2024-06-15,C001,WH003,SV05,3494.2,17.3,24013.68,18199.34,Yes,Delivered
SHP00818,2024-05-05,2024-05-10,2024-05-10,C003,WH003,SV01,2182.1,7.07,10160.04,5996.53,Yes,Delivered
SHP00819,2024-02-14,2024-02-20,2024-02-20,C004,WH003,SV01,1071.2,3.77,11138.35,7066.41,Yes,Delivered
SHP00820,2024-05-22,2024-05-26,2024-05-28,C002,WH003,SV04,491.9,1.55,34030.22,19760.1,No,Delivered
SHP00821,2024-08-18,2024-08-24,2024-08-24,C005,WH005,SV06,4607.2,14.36,31231.37,19715.02,Yes,Delivered
SHP00822,2024-05-04,2024-05-11,2024-05-11,C001,WH003,SV01,1920.0,8.18,28324.85,15910.31,Yes,Delivered
SHP00823,2024-08-25,2024-08-30,2024-08-30,C002,WH001,SV03,584.3,2.14,10372.21,6886.8,Yes,Delivered
SHP00824,2024-10-18,2024-10-23,2024-10-23,C005,WH002,SV04,1405.9,7.51,27702.91,16322.87,Yes,Delivered
SHP00825,2024-11-08,2024-11-10,2024-11-12,C007,WH002,SV05,3153.1,9.75,34330.88,26539.06,No,Delivered
SHP00826,2024-12-08,2024-12-12,2024-12-12,C006,WH003,SV04,2747.3,7.68,8352.1,5242.87,Yes,Delivered
SHP00827,2024-07-13,2024-07-18,2024-07-18,C002,WH004,SV04,4566.3,27.02,42209.66,29807.81,Yes,Delivered
SHP00828,2024-06-21,2024-06-25,2024-06-28,C001,WH001,SV01,4937.3,15.0,38930.12,28858.78,No,Delivered
SHP00829,2024-01-15,2024-01-16,2024-01-16,C001,WH005,SV02,4386.7,16.49,40002.13,29828.74,Yes,Delivered
SHP00830,2024-09-10,2024-09-17,2024-09-17,C001,WH003,SV04,916.0,2.17,33613.75,25119.4,Yes,In Transit
SHP00831,2024-06-15,2024-06-17,2024-06-17,C002,WH001,SV05,4556.1,15.58,14521.77,8955.79,Yes,Delivered
SHP00832,2024-04-03,2024-04-06,2024-04-06,C003,WH002,SV05,1776.8,6.14,38602.02,25520.52,Yes,In Transit
SHP00833,2024-09-06,2024-09-11,2024-09-11,C003,WH004,SV02,1689.4,8.6,3970.94,2425.82,Yes,Delivered
SHP00834,2024-04-18,2024-04-25,2024-04-25,C001,WH003,SV04,2966.3,12.14,43732.05,24075.1,Yes,Delivered
SHP00835,2024-06-30,2024-07-06,2024-07-06,C001,WH004,SV01,4729.1,25.15,31464.85,21873.44,Yes,Delivered
SHP00836,2024-05-12,2024-05-19,2024-05-19,C005,WH002,SV01,1417.4,6.73,28807.18,18451.95,Yes,Delivered
SHP00837,2024-06-23,2024-06-25,2024-06-25,C003,WH003,SV02,993.3,2.66,31588.57,24080.06,Yes,Delivered
SHP00838,2024-05-23,2024-05-25,2024-05-25,C002,WH002,SV04,2918.6,16.92,40090.28,30616.75,Yes,Delivered
SHP00839,2024-11-01,2024-11-08,2024-11-09,C003,WH002,SV04,3524.1,15.3,3082.11,2375.08,No,Delivered
SHP00840,2024-12-25,2024-12-27,2024-12-27,C004,WH001,SV06,4179.1,10.96,20938.81,13999.1,Yes,In Transit
SHP00841,2024-05-21,2024-05-23,2024-05-23,C005,WH003,SV02,658.7,2.82,31270.19,23624.19,Yes,Delivered
SHP00842,2024-10-11,2024-10-18,2024-10-18,C007,WH001,SV04,3986.9,23.82,30301.26,23184.87,Yes,Delivered
SHP00843,2024-01-06,2024-01-12,2024-01-12,C005,WH004,SV01,2855.0,10.66,38862.11,29351.53,Yes,Processing
SHP00844,2024-09-21,2024-09-22,2024-09-22,C005,WH002,SV06,3973.0,18.21,16565.97,12343.65,Yes,Delivered
SHP00845,2024-04-07,2024-04-11,2024-04-13,C001,WH004,SV01,1767.6,8.36,38462.35,21662.93,No,Delivered
SHP00846,2024-02-13,2024-02-16,2024-02-17,C001,WH003,SV04,595.4,1.88,20088.79,11076.05,No,Delivered
